,professor_name,processed_comments
8772,Daniel  Talham,professor talham is the best a cool guy who knows how to make chemistry interesting and a hard class accessible to students he presents the subject matter in a clear and concise manner and even hand writes the notes along with his students so you never miss anything because the professor is going too fast would take again
8773,Daniel  Talham,i loved his lecture style frustrating when professors put up slides and expect you to just copy them down while talking fast dr talham put slides up and wrote items down on the board and explained as he went lots of great visual aids in class he made a note to learn every name in class during summer a kind guy great lecturer
8774,Daniel  Talham,can i say great and best professor best chem professor ever always helping you out explains everything as many times as you need he makes sure you learn it amazing if any questions go to office hours he will definitely help you out even if he is busy take some time to help you awesome
8775,Daniel  Talham,great teacher who explained things very clearly sometimes gives a little too much info but is overall the best chem teacher had
8776,Jennifer  Krozier,not my favorite prof we spent a lot of time on things that seemed irrelevant or politically motivated this was before the election for some reason we watched a documentary of woodstock discussing the bands and of course to support the democratic party in the election we watched bowling for columbine
8777,Jennifer  Krozier,course had a lot to do with what i felt were exceptional issues and situations and not really having any practical purpose
8778,Jennifer  Krozier,had some days of fuzzy presentations but i would reccomend this course to nonmajors who might have a interest in the subject a great amount of detail
8779,Jennifer  Krozier,very open and well organized
8780,Jennifer  Krozier,the guys love her she is a pretty good but not a great teacher
8781,Jennifer  Krozier,she is a great professor plus she has the physical features that we make sure that you come to class everyday last semester she came to class is a short skirt omg
8782,Jennifer  Krozier,good introductory course for cj majors she has a lot of experience with undergraduate students
8783,Jennifer  Krozier,sometimes vauge on grading process
8784,Jennifer  Krozier,pretty easy class she is very nice
8785,Jennifer  Krozier,she is hot funny and i would love to
8786,Jennifer  Krozier,if you get past her physical attributes you really learn something wow what a novel concept
8787,Jennifer  Krozier,i respect her for her intelligence and her ability to teach not for her looks
8788,Jennifer  Krozier,very hot
8789,Jennifer  Krozier,omg she is so hot she can arrest me any them baby
8790,Jennifer  Krozier,wow
8791,Jennifer  Krozier,great course and additional materials are a great support
8792,Jennifer  Krozier,hard to concentrate on the business at hand
8793,Jennifer  Krozier,she is very very hot and every once in a while i have to tell fred to calm down if you know what i mean
8794,Jennifer  Krozier,she is really laid back and really hot very trust worthy and she is hott
8795,Jennifer  Krozier,good lookin smart girl
8796,Ruthie  Dare-Halma,it was very difficult to earn a good grade she will write on the board notes that are verbatim to the book and explain it well at all if she can she sometimes refers to students for answers the programs had me sitting in tutoring for hours on end the review guides given are decent but very vague overall avoid this prof if possible
8797,Ruthie  Dare-Halma,she cares about students but i fond of her teaching she tended to misinterpret students questions so get a long winded answer to a question you ask she took attendance but i think lecture was necessary homework graded but preps you for quizzes
8798,Ruthie  Dare-Halma,she knows her stuff and is very helpful cs lectures can be boring so no surprise there learned a lot but i take her unless you are a major overall very personable and sweet would take again
8799,Ruthie  Dare-Halma,very ill prepared and scattered professor very often goes off on tangents that relate to the class she does not explain even basic concepts in a way that everyone can understand and instead writes definitions followed by a poor example if you understand after that sol first test had various students with grades below a
8800,Ruthie  Dare-Halma,had her for two semesters now her lectures consist of showing us various definitions and examples but not really explaining them i had to learn most things by religiously examining the textbook and watching videos online going to class always felt like a waste of time but required expect to be confused every class period
8801,Ruthie  Dare-Halma,she really teach us she shows us things she explain how to use them in certain situations which makes her a poor professor and she takes great joy in making the tests abnormally difficult
8802,Ruthie  Dare-Halma,the professor is a nightmare i understand that the professor is merely to show you a path then you go upon a journey to learn but when that professor only gives you a hammer and some nails and expects you to build the titanic when i respect her tldr she gives you basics but help you with anything else suicide for grade
8803,Ruthie  Dare-Halma,take her if you have no prior experience with coding
8804,Ruthie  Dare-Halma,possibly the worse teacher ever had her lectures were scattered and confusing and often we ended up off topic this class claims no prior programming experience however this did not feel like the case considering i felt constantly lost despite reading the book and never missing class not good for beginning programmers
8805,Ruthie  Dare-Halma,she is a tough grader tough to the point of being borderline unfair each project is correct or wrong if you had an error no matter how small you would get a zero luckily she lets you retry the homework you turned in for a slightly reduced point total which you will do a lot
8806,Ruthie  Dare-Halma,not as bad as many students on here say she is she lets you know exactly what is going to be in the tests in her study guides she covers the important topics in class i had a bit of knowledge in cs before taking this class but the class would be just fine for someone who has no background in cs
8807,Ruthie  Dare-Halma,although not receiving a bad grade at the moment i cannot deny that she is not the greatest of teachers she skips over some things in class and her assignments occasionally will cover things she did not discuss make sure you go over her review guides and do the reading and the homework otherwise probably fail go to the tutors
8808,Ruthie  Dare-Halma,fine she straight up tells you that she takes pleasure in making questions so hard that people will get them wrong
8809,Ruthie  Dare-Halma,i think it says something that the positive reviews all have negative user reviews whilst negative reviews have positive user reviews this professor is just awful stay away from this class i recieved an a so i am not just complaining her teaching style is godawful many people drop out of the major cause of her awful role model
8810,Ruthie  Dare-Halma,all in all a great professor while her tests can get rather hard she gives bonus points to make up for it and even once gave us bonus points on a point test there are only three tests and a final if you work hard and put in the effort you will easily get an a she is willing to help you the only way to fail her class is to be lazy
8811,Ruthie  Dare-Halma,she tries her hardest to get every student an a she gives bonus points we had a curve one time there are only test including the final if you read the book take notes in class and go to her office hours get a high a and i mean like or she is always asking if we understand things and stops for questions every
8812,Ruthie  Dare-Halma,i never met a teacher that truly cares for their students as much as her she is always asking for feedback on how she is teaching and if she needs to go over something again she teachers better than any teacher at truman and she knows what she is talking about people fail because they put in the work and tell her when they need help
8813,Ruthie  Dare-Halma,darehalma for cs is like shooting yourself in the foot if you a take a cs class in highschool that went over basic things b make most of your time for the class her grading is very harsh as your tests have a test review guide in which you must know everything if it correlates with anything its on there bad for beginners
8814,Ruthie  Dare-Halma,this was the worst her programs are long and the homework had no clarity at all from the textbook and her graders had to grade them without the answer key and grade a week after they are turned in along with getting the answer key her tests were long coding part she expects you to read alot from the book but goes out of order
8815,Ruthie  Dare-Halma,her programs take way too long including the tests her test questions take way too long even if you go to her office hours and go over the test she goes fast and help a lot hw assignments were dumb because she has specific answers to them and her tutors grade them without the answer key
8816,Tanya  Usyk,i took professor usyk this summer for statistics and honestly can say that i grew and learned a lot during my time in her class her lectures are easy to follow and she explains things clearly she is straightforward with her expectations yes she expects a lot from her students but she also is willing to help if you put in the neccessary effort
8817,Tanya  Usyk,worst handwriting ever looks like a child scribbled on the board no very helpful major bi
8818,Tanya  Usyk,loved her she was my favorite professor ever
8819,Tanya  Usyk,she was somewhat intimidating she threw a girl out of class for having a tiny notebook on her wasnt her math notebook she yelled at another student for trying to follow along and looking in his math book she is hard to follow along would not recommend her
8820,Tanya  Usyk,i dropped this class because i was failing i understand her writing so i was copying out of the book she pointed out to everyone in class that i was not paying attention i received an f from her even though i dropped
8821,Tanya  Usyk,ms usyk was very difficult to work with she was arrogant and not helpful if you take her class your pretty much on your own stay away
8822,Tanya  Usyk,i took her week course and to be honest i was scared out of my mind on my first day with her tough but she definitely knows what talking about this was my second time in the course the first time i withdrawled because i was failing and the second time around i got an a i recommend her for sure
8823,Tanya  Usyk,very livid about students talking during class she seems like an ignorant person i would not take her if i was you
8824,Tanya  Usyk,today was my first day with this teacher and i can already tell this course is going to be a tough one she seems like a very nice lady but she expects a lot from her students she have very good hand writing and she talks rather fast all in all a little nervous as to how well going to do
8825,Tanya  Usyk,also her handwriting is impossible to read which causes her to repeat everything she writes down several times
8826,Tanya  Usyk,she is consistently minutes late for class if you miss a class for any reason including death in the family even if you let her know ahead of time that you will be absent you will get a zero for the work you missed she does not allow any make ups and has really screwed some of her students over
8827,Tanya  Usyk,this teacher really knows what she is talking about once you get into the college level classes she moves rather quickly try to get as much as you can out of her lectures she like repeating herself but will answer any questions that you have if you are having any trouble she is always willing to email her students back sweet
8828,Tanya  Usyk,teacher was very helpful and made everything very understandable in highschool i got a low d in algebra in her class i got a for the semester
8829,Tanya  Usyk,ms usyk is a wonderful teacher whenever you do not understand any work she is more than willing to stay after class to help you to understand what she is teaching she is a very nice person
8830,Lena  Usyk,awful lowered by gpa so much do not take
8831,Lena  Usyk,professor usyk is great i had her for cells and molecules lab at stockton very relaxed in lab and makes class fun i would take her for lecture if i could she explains the intros very clearly and teaching is so natural for her tests seem hard but you have to put in the effort and study everything if you know the material be fine
8832,Lena  Usyk,i did not like her as a professor she was terribly boring and moved way too fast i was too busy writing her notes that i did not have time to process what she was saying i can honestly say i felt sad when i knew i was going to her class
8833,Lena  Usyk,i took professor usyk as my lab professor at stockton college and she was horrible she care about her students teach in class or help with labs she gives really tough quizzes and give you a grade until after the semester is over do not take her whatever you do
8834,Lena  Usyk,i like her as a teacher her lectures were horrible and you could tell she had no interest in teaching anatomy as a person though hysterical i loved her dry sense of humor
8835,Lena  Usyk,no comments
8836,Lena  Usyk,ms usyk is a wonderful teacher i had a selfpaced course and she was always willing to help you anytime you need to she is also a very nice person
8837,Allan R  Baer,he pretty much expects you to go to class as he often covers important concepts at the beginning of class which he forgets to record his test questions are written in a very convoluted way which makes his test questions harder his explanations in class are often garbage so you will need often learn things on your own outside of class
8838,Allan R  Baer,terrible at explaining key concepts makes uncomfortable and inappropriate sexual jokes or at least did for my classes nice dude though
8839,Allan R  Baer,great teacher who clarifies any questions
8840,Allan R  Baer,amazing prof cares about the students and really wants you to do well his lecture notes are really confusing but i think he is hoping people will make use of your textbook he really knows what he is talking about he is a very smart man i relied on my textbook a lot to the extent that going to class probably necessary
8841,Allan R  Baer,really great guy will go great lengths to help you understand and truly seems to enjoy teaching my only gripe is that if you zone out for three seconds you will be entirely lost in his lectures further his notes are not exactly the best to study from but i know he means the best
8842,Allan R  Baer,funny guy tries to make class enjoyable but really his exam questions are much more tricky than one would anticipate just from going to lectures pretty good at explaining things though and uses iclicker questions similiar in format not difficultywise to those found on exams
8843,Allan R  Baer,one of my favourite professors in years of university grills you like crazy but to make you a better nurse and ensure you provide excellent and knowledgible care to your patients excellent course great prof will always remember the striking difference between ionized and unionized molecules
8844,Allan R  Baer,definitely an acquired taste overall one of my favourite professors in years of university grills you like crazy but to make you a better nurse and ensure you provide excellent and knowledgible care to your patients killer course great prof will always remember the striking difference between ionized and unionized molecules
8845,Allan R  Baer,definitely a prof who cares about the students consults with us about extra tutorial times etc notes can be confusing but reading the textbook helps a lot seems like a good guy who loves what he does
8846,Allan R  Baer,baer is baer once acquired a taste for his very specific exam questions you understand what you will be asked in the future it seems like he loves what doing which is a plus you love him or you hate him
8847,Allan R  Baer,not a very good prof his notes are very confusing and all over the place definitely preferred the other profs plus his exam questions straight forward at all very tricky
8848,Allan R  Baer,the guy obviously knows and loves this material but as a person he was just annoying and not funny but overall possible to do well just study alot
8849,Allan R  Baer,very confusing boring lectures
8850,Allan R  Baer,some tricky exam and some lies you need to know numbers first question what is the osmolarity of the tubules of the kidney knew his stuff but too fast for someone who provide overheads hated the material but me
8851,Allan R  Baer,he was very nice and definitely helpful and his sense of humour really grows on you he was overbearing during the male reproductive unit but otherwise pretty good his exams are brutal though
8852,Allan R  Baer,appreciate his jokes so annoying definitely like his material either was counting down the days til new prof definitely knew his material though and was clear
8853,Allan R  Baer,he is very nice very helpful both outside and inside class he makes sure that everyone understood the material
8854,Allan R  Baer,he assumes a position of intelligence but lacks the acting skills to see it through tragically he is not aware of this
8855,Allan R  Baer,not as funny as dr easteal the class is super boring
8856,Allan R  Baer,no comments
8857,J.  Weathers,no comments
8858,J.  Weathers,no comments
8859,John  Baer,the absolute worse would not recommend taking i know i think twice about taking him very ignorant rude and the worse if you have the option to take him
8860,John  Baer,taken both dr education psychology and online creativity courses education psychology is fairly hard but the online creativity course was easy very light homework and no tests a nice man who cares about his students and what teaching talks a little fast sometimes
8861,John  Baer,professor baer is a great teacher he enjoys lectures and tends to mumble or speak fast but always makes sure that you understand before moving on he enjoys teamwork and has teams work for points tests are all multiple choice but they are not super easy you definitely need to review notes before tests i would absolutely take him again
8862,John  Baer,loved professor baer lectures were a little boring but always tried to make it interesting and handson by including small groupwork gives lot of hand outs and you do not need to read all of them tests are difficult use quizlet and books to your advantage i would definitely take him again
8863,John  Baer,i worked hard but learned a lot hes a very nice man
8864,John  Baer,he is a nice man but his lectures are long and confusing you have to read the textbook otherwise you really know what is happening make sure to study really hard he really like for you to ask questions but as long as you study and try to pay attention you should be fine
8865,John  Baer,expects so much for an online credit course the articles were hard studies to read and write reviews on his feedback was a little harsh
8866,John  Baer,i really enjoyed dr class the choice he gives for exams is fair with different students teaching styles a very friendly guy when visiting in the field and very approachable after class or during office hours sometimes it was hard to hear him during class but he was willing to repeat any missed directions and speak up if asked to
8867,John  Baer,dr baer was great1 i loved the choice he gave when it came to which type of exam prefer to take also going to take his online class again this fall
8868,John  Baer,interesting wants everyone to succeed nice guy sort of grandfatherly seems to really like students and teaching
8869,John  Baer,i have no idea how anyone could give this guy a good rating his midterm and final were ridiculous he makes you look over words and essays when only fillins and essays would be on the test who can memorize that much information half the stuff he even go over in class
8870,John  Baer,anyone who says dr baer an awesome prrof obviously care enough to study hard dr baer is probably the est education professor at rider i wish he taught more classes because i would love to take him again
8871,John  Baer,such a nice and caring man he reminded me so much of a grandfather his tests were a little hard so make sure you study he gives you different options for tests so you can choose what works best for you his lectures were boring at times but you feel bad not paying attention since so nice i would definitely recommend him
8872,John  Baer,excellent teacher demanding but you learn alot
8873,John  Baer,hard but worth it if you want to learn to be a teacher
8874,John  Baer,a very nice man a really good class could get a little boring at times but overall i would recommend him as long as you read and do all the assignments you will be fine he is also a big disney and harry potter freak a great guy
8875,John  Baer,he is absolutely ridiclious he only grades you on tests but assigns written work that only counts as participation his lectures are boring and his grading is really unfair avoid him at all costs
8876,John  Baer,he is extremely intelligent and tries to be fun and entertaining with his mickey games and reviews for tests he can be kind of boring during lectures but what lectures boring he tries to balance it out with other fun activities you really learn a lot in his class you definitely need to work hard for good grades and be sure to study
8877,John  Baer,he was a caring and a great professor this professor went beyond the call of duty and gave us extra credit different test methods and was a professor who had great clarity and great knowledge of what he was teaching he really loves what he does and shows it in his teaching
8878,John  Baer,he was an excellent professor who was willing to help and gave us great tools on how to be successful teachers he was willing to go beyohd the extra mile to help us
8879,Pamela  Cumpton,cumpton is the like the cool neighborhood grandma that gives advice and always has cookies if you take a night class with her you can always expect cookies and she tries to fill the class time with fun and interesting things to do
8880,Pamela  Cumpton,she is one of the most amazing teachers you could have sweet caring and genuine she really loves what she teaches and it shows she makes fun and is just a pleasure to have as a teacher
8881,Pamela  Cumpton,this woman will inspire you to be the best you can be she brings life to everything she teaches a true blessing to any student that is fortunate to cross her path
8882,Pamela  Cumpton,mrs cumpton is the best elegant classy extremely competent has the sweetest disposition so open to questions help i love english so i loved the class and found it easy but she challenges you for better writing brings out your best keeps things interesting the reason i love f.scott fitzgerald love her
8883,Pamela  Cumpton,mrs cumpton is an excellent teacher very classy has a great presence and she is one of the best teachers i had while at ilis
8884,Pamela  Cumpton,she was such a sweet instructor i loved her classes she was always so happy to see you in class she brought out better writing skills from me pam was a good natured woman with a heart of gold
8885,Pamela  Cumpton,just great gotta love those old school women who were hippies and burned their for us ladies of today
8886,Pamela  Cumpton,excellent now she is what an english teacher is supposed to be never learned so much in that short amount of time i gained a lot of knowledge from her class and it will stick with me always very nice but very fair wonderful wonderful
8887,Pamela  Cumpton,wow what a teacher cumpton makes english fun again yeah you still have to write but the assignments for both classes are simple and clear and she allows you to turn in writtings again
8888,Pamela  Cumpton,no comments
8889,Pamela  Cumpton,a very nice lady and a great teacher
8890,Pamela  Cumpton,helped me improve my writting skills
8891,Pamela  Cumpton,class was alright for english she made it very entertaining and improved my writting skills
8892,Pamela  Cumpton,lets you return in assignments
8893,Pamela  Cumpton,no comments
8894,Charlene  Dalrymple,she is an awesome she is so dedicated to music she enjoys directing the chorale and that makes the class that much better and that much more interesting my musical skills became so much better after i began taking her class
8895,Charlene  Dalrymple,i love mrs d so nice and really knows her singing techniques join chorale d
8896,Charlene  Dalrymple,such a cute nice lady knows what doing and makes class really enjoyable only one paper on pretty much anything music also gave us christmas cards at the end of the semester i love her
8897,Charlene  Dalrymple,awesome lady so much fun everyone should join
8898,Charlene  Dalrymple,mrs dalrymple is a fantastic teacher and a great friend she is always enthusiastic about choir and singing and is a very hardworking professor being a singer herself directing the stonehill college choir oahs concert choir and show choir
8899,Tom  Harris,overly inflated ego pointless inclass discussions typos in his own book and extremely hard tests way too complex for collegelevel material horrible teacher
8900,Tom  Harris,dr harris is the most intelligent individual had the privilege of being in class with i learned more in com and com than any other class he is extremely friendly and extremely interesting i enjoyed going to class
8901,Tom  Harris,every class i have taken from this guy has been exactly the same he is the laziest teacher ever had super friendly and funny but constantly talks out of his
8902,Tom  Harris,he has got to be the best teacher i have ever had in my life he is extremely knowledgeable really easy to get along with and he grades extremely fair awsome guy and should be the teacher of the year
8903,Tom  Harris,what an awesome class what an awesome professor
8904,Tom  Harris,you read ok he doesnt lecture to much but still fun
8905,Tom  Harris,all you got to do is read
8906,Tom  Harris,all you have to do is read
8907,Tom  Harris,he knows his statistics tests are always multiple choice and reading is a must this guy will help you out with any real world info
8908,Doug  Zentz,very big ego if you patronize him and stroke his pride you will do well make him look good at the ashrae competition and he will help you if you challenge him he will lose his temper and his ears turn red smart but totally vain
8909,Doug  Zentz,his teaching methods are not normal he would yell at you and tell you that you did it wrong but on the other hand he would gladly help you correct your issues and understand what you were doing wrong he would even come in on saturdays to help his students learn and make sure projects were done on time great prof and helps with real world sits
8910,Doug  Zentz,this professor is very unprofessional he responds to every question as if the student is questioning his intelligence enjoys talking down to students uses the term creativity as a grading parameter to take points away for no apparent reason he also likes to use double negative statements on exams to purposefully confuse students
8911,Doug  Zentz,textbook narcissist that simply should not be a teacher hottempered drops fbombs and attacks and belittles students who ask questions you will have to find a way to let his racial comments cursing and talking to people like mentally handicapped not bother you just so you can pay attention in lecture very childish really
8912,Doug  Zentz,subjective and opinionated not a good teacher if every student in the whole program gets a terrible score on a lab assignment do you think it may have something to do with the clarity of the instructions never admits when he is wrong and he enjoys messing with your future by lowering your gpa hopefully you have a different teacher for
8913,Doug  Zentz,very knowledgeable but it seems like he care too much about students success he pics favorites in class so its helpful to be part of ashrae and other student groups not very approachable if you understand something and ask a question he will sometimes talk down to you watch for his bpm blinks per minute
8914,Doug  Zentz,stickler for silly stuff his heart is in the right place overall but he will waste your time on report format so make sure you follow the format he lays out to a t can be testee and short for not apparant reason very knowledgeable but a bore to listen too omg he can put you to sleep
8915,Doug  Zentz,great class loads of information so get organized lots of formulas so brush up on some algebra just do your work on time attend every class feel free atr ask for help zentz prefers people to get help ahead of time out of class you will learn alot in this course so dont get behind good luck
8916,Doug  Zentz,he is a horrible grader he hates to give out in anything he will purposefully mark you off big points for little problems in your assignments if you ask him questions he will get mad and start yelling on the plus side he seems to know the information
8917,Doug  Zentz,this class is very demanding but you can learn alot also gets reall annoying when professors think thier way is better than anything else you have ever learned and he needs to realize not everyone sees the world the same as him
8918,Doug  Zentz,good but demands you work to get a good grade
8919,Doug  Zentz,get organized and stay organized very good instructor very knowledgable assignments pile up quick but there is always plenty of lead time procrastinate and you will burn very demanding instructor but hard work is acknowledged and rewarded opportunities are provided for extra credit.good luck
8920,Doug  Zentz,know what all of this business about easy grading is he is the most critical grader i have ever seen way too much stuff to do in the class he piled everything on at the end it is not a good class and he is not a fair teacher
8921,Doug  Zentz,homework labs and other work not handed back very quickly can be a some days and always thinks everything he does is the right way
8922,Doug  Zentz,this is a class with a lot of formulas involved stay on top of your work and get behind or you will never catch up
8923,Doug  Zentz,great teacher he really knows what he is talking about he cares about his students success and their future he just wants everyone to leave the hvac program knowing what they need to know
8924,Doug  Zentz,no comments
8925,Doug  Zentz,easy grader but lots of notes and gives too much information
8926,Doug  Zentz,great guy
8927,Doug  Zentz,new teacher can tell he has never taught before needs to slow down a lot pretty easy grader though
8928,Mary  Curtner Smith,agree you must read because she asks questions on the test about information not in the lecture but she also asks about information in the lecture material interesting class i learned a lot attendance not mandatory but you can get rewarded for good attendance
8929,Mary  Curtner Smith,avoid at all cost she lectures the entire class time and the majority of what she says even what will be on the test she talks more about her personal life and personal opinions than the material that we actually need to know her test are tough and without the book you will have no idea what is going on this class is miserable
8930,Mary  Curtner Smith,go to class at the end of the semester she told us she reserved the right to drop you a letter grade for skipping class
8931,Mary  Curtner Smith,my favorite class with my favorite professor i like her teaching style she tells lots of funny stories that relate to the class and she really cares about her students
8932,Mary  Curtner Smith,the test are difficult the instructor discuss anything that will really prepare you for the test she talks constantly about irrelevant topics this is the first hd class ever had that was this difficult when it be the information is not hard but you have to read in order to do well do not expect to learn in class
8933,Mary  Curtner Smith,i really enjoyed her class she knows what she is talking about i did not take any tests in her class it was all based on summaries basically put in some effort and go to class i definitely think she will help the student if she knows them and they show effort
8934,Mary  Curtner Smith,this was a great course the exams were hard they are pick only one pick a c pick pick all of the above none of the above extremely tricky know your stuff in this class she gives many personal anecdotes in her lectures to bring the points home very impressive
8935,Mary  Curtner Smith,i had dr curtnersmith for hd parent and family development last fall it was my favorite class we learned so much and the stories she tells about her family relate to what she is teaching i loved this class and will use the information i learned when i become a parent
8936,Mary  Curtner Smith,i had her for an online class this summer and the only grades i received before the class was over were the test grades which are generated automatically she made you have the tests proctored which was just a pain she was slow at responding to emails too which is very important for an online class expect to know your grades
8937,Mary  Curtner Smith,i took her in the may summer semester and did not receive a grade on a paper or anything until august you never know what your grade is or where you stand not to mention she asks questions on tests youve never heard talks too much about her own life and not the course material
8938,Mary  Curtner Smith,you might as well throw out the syllabus because she spent so much time talking about her life that we made it through about the first four lectures obviously intelligent but she never stays on topic so you learn anything she covers nothing from the book but expects you to know it her actual words and tests very very hard
8939,Mary  Curtner Smith,she is an ok teacher her class seems very long and she talks wayy too much about her family most of which has nothing to do with the material we are covering in class her tests come from power points that you must be in class to get and you also have to read alot in your text book she loves to talk and shows alot of movies
8940,Mary  Curtner Smith,i had dr curtnersmith for and now for she is very nice and helpful but her classes are extremely time consuming they should definitely count more than credit hours she knows her stuff though and you will definitely learn from her
8941,Mary  Curtner Smith,i learned a ton of useful info in this class and found it really interesting her examples help you remember the information and the stuff you learn actually applies to real life very helpful professor
8942,Mary  Curtner Smith,hard tests she was crazy about attendance and then at the end of the semester it count against you if you were there or not awful class
8943,Mary  Curtner Smith,dr curtner smith is an intelligent woman but i did not like her as a professor she is very confusing as far as assignments and test material goes and is not an effective communicator at all she talks about her family for of class time and hardly gives any useful information in way of tests etc her class is not easy
8944,Mary  Curtner Smith,i dread going to this class ms curtner smith is an annoying communicator by the way she stutters through statements and says um alot she tends to teach more towards those with psychology backgrounds if you do not have one then you probably wont know what she is talking about and she explain it either very boring teacher do not take
8945,Mary  Curtner Smith,very hard and dread going to this class every single day it takes her a week to post grades and all the tests are scantron do not take this class if you have to the class is miserable and i know anyone who likes going to it she always goes off subject and keeps you the full time awful class and awful teacher
8946,Mary  Curtner Smith,i learned so much in her classes so helpful outside of class kept in touch since i had her a few years ago and helped me out alot i do agree that all about attachment parenting
8947,Mary  Curtner Smith,she is a very nice person and she is very knowledgable in the field i liked when she lectured and gave us notes but she did not really talk about anything in the book because we were expected to do that on our own but the book is awful dont wait to read until the last min
8948,Scott  Hancock,while i do find that college life explicitly involves freedom of expression i do not think professor encouragement of vulgarity among students outside of class is appropriate or professional glad i transferred to penn state
8949,Scott  Hancock,you will learn a lot
8950,Scott  Hancock,my boy great teacher
8951,Scott  Hancock,prof hancock is one of the best professors at gburg super helpful his class was interesting and engaging and pretty funny he makes you read a lot but totally worth it obvious that he loves what he teaches and cares about his students well the ones that pay attention oh and his page papers are the best
8952,Scott  Hancock,lost assigments lots of pop quizes arbitary participation garde difficult to deal with missed first class of the semester
8953,Scott  Hancock,one of my favorite professors i recommend him to all history majors and non
8954,Scott  Hancock,a good thing fys is no longer being offered because it was awful he was so unclear and never taught it was like he even care he worked with a professor that he hated
8955,Scott  Hancock,loved the class and gained a wealth of knowledge sad that there more professors on this campus like him
8956,Scott  Hancock,he was such an amazing professor i learned soo much from his classes he is in touch with our generation and a lot of fun i thought he was cute too he is an amazingly smart historian who values discussion in class
8957,Scott  Hancock,hes a samrt dude who learns from the kids in class as he teaches them in touch with kids our age knows whatsup
8958,Scott  Hancock,no comments
8959,Scott  Hancock,hands down the most serious and hardworking profs around a machine smart as a whip but gives off the distinct sense of a man learning with you young hip complex a keen eye for nuance and smart enough to show you history has motives gb
8960,Raymond  Wolf,i generally love all my teachers because i check them on here this teacher however was extremely inappropriate he made jokes about handicapped kids the first day he spent at least two months looking at uncovered people mostly women and even admitted to going to an adult site for some of his material take again
8961,Raymond  Wolf,take this professor if you get the chance this course is an easy a and at the same time you really learn a lot this professor teaches in a way of his own and it is a course that i will never forget i drove from pensacola beach to milton just to take this class and it was worth every mile professor wolf loves his job and it shows
8962,Raymond  Wolf,dr wolf is the best teacher i have had this semester at psc his lectures are always so interesting he encourages you to be bold say what you feel and have an opinion he is so and awesome i will take him whenever i can in my other classes buy a book the class is mostly just class discussions enjoy
8963,Raymond  Wolf,i took contemporary literature with him and say it was very thoughtprovoking honestly never knew what topics we were going to cover in class but the debates and subjects we went over were entertaining keep an open mind in his be too sensitive to some of the things he brings up overall very interesting class
8964,Raymond  Wolf,best instructor i have ever had the privilege to sit in a classroom with i leave the country for the next three years and one of the things im doing my last two days in america is sitting in on his class take him if you can
8965,Raymond  Wolf,dr wolf is the bomb he just says stuff to see if he can get a rise out of students and open their minds uto alternate ways of thinking
8966,Raymond  Wolf,wolfe is the easiest teacher in the world fun class learn a lot but very easy just come to class and dont buy a book
8967,Raymond  Wolf,amazing teacher i believe his goal is to open your eyes and teach you how to want to learn rather than making you know unimportant dates and names but rather the reason behind things be at class listen participate and enjoy
8968,Raymond  Wolf,definitely an eye opener need to be open minded highly recommend to take his class he loves to hear students thoughts
8969,Raymond  Wolf,interesting professor and class not for the easily offended come to class do as he ask participate in class and you will get an a he treats you like college students not like high school students loved his class
8970,Raymond  Wolf,think you have him figured out the first day he is sly like a fox he is very good at getting you out of your comfort zone be open minded and enjoy the class he is extremly educated and wants us to be also i recommend him
8971,Raymond  Wolf,hes a very funny teacher very humerous but hes a great teacher he gets to the point and as long as you pay attention easy a he does help you out some but you have to attend class if you miss to many days you will be dropped out
8972,Raymond  Wolf,awesome and crazy he will say anything easy a i think we only had one test besides the final just come to class you have to write a page journal but it is very easy because it can be about anything and i mean anything such as the pizza you at last night very caring personality likes to talk about hot dogs and doughnuts
8973,Raymond  Wolf,dr wolf is hilarious you have to take him unless you are easily offended he says anything and does anything he makes you keep a journal but besides that done any literature lol read one story so far
8974,Raymond  Wolf,doctor wolf really is an amazing professor force his opinions upon you makes you write a journal but very easy uses powerpoint for the material never uses the book he likes participation very funny i enjoy going to his class has no shame at all pretty descriptive haha but a very good class i recommend taking it
8975,Raymond  Wolf,dr wolf is the best teacher i have ever taken he is eccentric and well educated he wants people to question the norm the only professor so far to teach and respect me as an adult if you are not open minded do not take this class take a
8976,Raymond  Wolf,evil very inappropriate
8977,Raymond  Wolf,really good guy dont go into this class talking and acting like an idiot he will make you do stuff like come to the front of the class or make fun of you this class is great though very very very knowledgable you will learn so much if you pay attention i recommend this teacher hes a funny guy
8978,Raymond  Wolf,he is a good teacher extremly knowledgable if you are not a christian jesus loving southern he will make sure you know what a bad person you are very outspoken on religous views a bit innappropriate at times but you will learn a lot from him easy a if he stays in a good mood through the semester
8979,Raymond  Wolf,great teacher he knows how to keep your attention and he has a broad knowledge of art and its history if you need modern world history you need dr wolf do as he asks and you are guaranteed an a
8980,Tom  Barker,open book tests easy fun class
8981,Tom  Barker,took both of his gangs classes would love to take more funny easy love his classes must take this professor
8982,Tom  Barker,had barker for pls crj gangs he was great both very easy classes he is very knowledgeable in everything he teaches and writes his own textbooks great professor and great dude really enjoyable classes
8983,Tom  Barker,great professor had two classes with him and he is super easy and interesting
8984,Tom  Barker,my favorite teacher i have had at eku i have took him for everything he teaches he is a must take
8985,Tom  Barker,he is the man i have had him for every class he teaches and he is my favorite teacher at eku he is hilarious and very smart and has some great stories to tell
